UretimID,ModelAdi,PersonelNo,ModelTipAdi,OperAdi,MakinaTipi,Uretim,Etut,BirimUretimZamani
531,144430499 MIDI TUTU DRESS TÜL ELBISE,531,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,16,120.0,196.63
71,2220847 BEGONIA BLUZ,71,T-SHIRT,ORTA ETEK LSTK KAPMA,DÜZ,111,48.0,196.18
369,2220847 BEGONIA BLUZ,369,T-SHIRT,ARKA KOL TAKMA,OVERLOK,5,30.0,195.6
323,2222546 BEGOTANA ELBISE,323,ELBISE,ÖN KALITE KONTROL,MANUEL,1,60.0,195.0
404,CDKS24HDONU-BXA79 T-SHIRT,404,T-SHIRT,YAN SILIKON TAKMA,DÜZ,2,30.0,195.0
3,SBKS24DSPO2-BUB59 ELBISE,3,ELBISE,KOL AGZI GAZI,DÜZ,1,30.0,195.0
537,2222582 COMPONI,537,ELBISE,KOL TAKMA,OVERLOK,87,80.0,194.74
65,ARLW24RBATO MATERNITY HAMILE ELBISE,65,ELBISE,KOL REÇME,REÇME,60,48.0,194.43
396,MSBS24HMACR-BXC21 BABY TSHIRT,396,T-SHIRT,YAN ÇATMA,OVERLOK,23,36.0,194.26
194,2231665 OBONODY ZIBIN,194,T-SHIRT,KOL TAKMA,OVERLOK,1,30.0,194.0
531,144430499 MIDI TUTU DRESS TÜL ELBISE,531,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,175,120.0,193.29
447,CDKW24HDNDR KIRMIZI TSHIRT,447,T-SHIRT,OMUZ ÇATMA,OVERLOK,50,15.0,192.34
466,CDKW24HLELO -CLP91  LEOPARD TSHIRT,466,T-SHIRT,FIYONK TAKMA,DÜZ,95,51.0,191.57
64,2222582 COMPONI,64,ELBISE,ÖN KALITE KONTROL,MANUEL,67,70.0,191.51
540,2218178 ASKILI BÜRÜMCÜK ELBISE,540,ELBISE,BEDEN ÜTÜ,ÜTÜ,11,20.0,191.18
64,2223370 DILAMON ELBISE,64,ELBISE,ÖN KALITE KONTROL,MANUEL,12,70.0,191.0
23,SBKS24DSPO2-BUB59 ELBISE,23,ELBISE,DANTEL BEDENE TAKMA,DÜZ,133,60.0,190.53
553,2229267 SALOPET SET,553,ELBISE,ARKA LASTIK TAKMA,OVERLOK,35,8.0,190.49
23,SBKS24DSPO2-BUB59 ELBISE,23,ELBISE,KOL LASTIK TAKMA,OVERLOK,34,24.0,190.18
116,MSBS24HMACR-BXC21 BABY TSHIRT,116,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,88,4.0,190.13
301,2222546 BEGOTANA ELBISE,301,ELBISE,ETEK UCU KIVIRMA,DÜZ,12,48.0,190.0
315,2225885 JISOONA ELBISE,315,ELBISE,ETEK REÇME,REÇME,3,48.0,189.33
444,144430499 MIDI TUTU DRESS TÜL ELBISE,444,ELBISE,BEDEN TÜL TAKMA 2,OVERLOK,17,80.0,189.12
293,2222518 AMBER CEPLI T-SHIRT,293,T-SHIRT,CEP TAKMA,DÜZ,1,40.0,189.0
427,2222518 AMBER CEPLI T-SHIRT,427,T-SHIRT,YAN ÇATMA,OVERLOK,27,48.0,188.96
10,CDKW24HBARG -CLP12,10,T-SHIRT,ÖN YAKA HAZIRLIK,DÜZ,199,27.0,188.92
458,TOLS24GDAME -CES90 T-SHIRT,458,T-SHIRT,ÖN  GAZI KAPAMA,DÜZ,119,36.0,188.85
441,2222518 AMBER CEPLI T-SHIRT,441,T-SHIRT,YAN ÇATMA,OVERLOK,35,48.0,188.66
273,2222546 BEGOTANA ELBISE,273,ELBISE,ETEK UCU KIVIRMA,DÜZ,172,48.0,188.34
301,2228071 MILKY WAY SIYAH ELBISE,301,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,198,103.0,187.79
329,2222582 COMPONI,329,ELBISE,SON KALITE KONTROL,MANUEL,1,20.0,187.0
515,144430499 MIDI TUTU DRESS TÜL ELBISE,515,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,162,120.0,186.68
504,SBKS24DSPO2-BUB59 ELBISE,504,ELBISE,BEDEN AYIRMA,MANUEL,1,24.0,186.0
436,2228071 MILKY WAY SIYAH ELBISE,436,ELBISE,FIRFIR ALT KAPAMA,DÜZ,97,55.0,185.72
395,2225885 JISOONA ELBISE,395,ELBISE,YAN YIRTMAÇ GAZI,DÜZ,70,144.0,184.64
63,2222582 COMPONI,63,ELBISE,KOL TAKMA,OVERLOK,64,80.0,184.36
509,TOLS24GDAME -CES90 T-SHIRT,509,T-SHIRT,ÖN KALITE KONTROL,MANUEL,13,48.0,184.15
224,2225885 JISOONA ELBISE,224,ELBISE,ÖN KALITE KONTROL,MANUEL,72,65.0,183.82
509,MSKW24HMIXS  MAVI PARÇALI TSHIRT,509,T-SHIRT,ÖN KALITE KONTROL,MANUEL,33,45.0,183.82
21,2228071 MILKY WAY SIYAH ELBISE,21,ELBISE,ASKILIK ÇIMA,DÜZ,74,34.0,183.82
301,2228071 MILKY WAY SIYAH ELBISE,301,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,71,103.0,183.77
178,CVKS24SSP22-BVE32 SWEATSHIRT,178,T-SHIRT,FIRFIR DANTEL KAPTMA,DÜZ,1,22.5,183.0
508,2219642 VARAK BASKILI T-SHIRT,508,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,42,24.0,182.4
139,2220847 BEGONIA BLUZ,139,T-SHIRT,ALT ETEK LASTIK TAKM,DÜZ,3,51.41,181.33
21,2228071 MILKY WAY SIYAH ELBISE,21,ELBISE,FIRFIR ALT KAPAMA,DÜZ,16,55.0,181.0
326,CDKW24HLELO -CLP91  LEOPARD TSHIRT,326,T-SHIRT,ÖN KALITE KONTROL,MANUEL,171,65.0,180.03
139,2233337 SET SALOPET,139,ELBISE,KOL EVI BASMA,DÜZ,1,51.0,180.0
402,2228071 MILKY WAY SIYAH ELBISE,402,ELBISE,FIRFIR ALT KAPAMA,DÜZ,2,55.0,180.0
395,2222582 COMPONI,395,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,56,60.0,179.55
471,2222518 AMBER CEPLI T-SHIRT,471,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,4,40.0,179.5
323,2222582 COMPONI,323,ELBISE,ÖN KALITE KONTROL,MANUEL,173,70.0,179.5
63,2222582 COMPONI,63,ELBISE,KOL TAKMA,OVERLOK,117,80.0,179.36
428,2225885 JISOONA ELBISE,428,ELBISE,YAN YIRTMAÇ GAZI,DÜZ,213,144.0,178.77
63,2222582 COMPONI,63,ELBISE,KOL TAKMA,OVERLOK,47,80.0,178.3
464,CDKW24HLELO -CLP91  LEOPARD TSHIRT,464,T-SHIRT,KOL KISTIRMA,DÜZ,1,27.0,178.0
158,2225885 JISOONA ELBISE,158,ELBISE,YAN YIRTMAÇ GAZI,DÜZ,169,144.0,177.95
524,144430499 MIDI TUTU DRESS TÜL ELBISE,524,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,202,120.0,177.85
509,CDKW24DTURQ-CLP18 SIYAH ELBISE,509,ELBISE,ÖN KALITE KONTROL,MANUEL,13,75.0,177.54
300,CDKS24HDONU-BXA79 T-SHIRT,300,T-SHIRT,KOL ALTI TUTTURMA,DÜZ,164,50.0,177.28
478,2225885 JISOONA ELBISE,478,ELBISE,KOL YIRTMAÇ GAZI,DÜZ,198,60.0,177.26
299,144430499 MIDI TUTU DRESS TÜL ELBISE,299,ELBISE,BEDEN TÜL TAKMA 2,OVERLOK,75,80.0,177.07
207,2222582 COMPONI,207,ELBISE,YAKA BIYE,DÜZ,1,20.0,177.0
26,2228071 MILKY WAY SIYAH ELBISE,26,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,137,103.0,176.91
444,144430499 MIDI TUTU DRESS TÜL ELBISE,444,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,171,120.0,176.8
64,2222617 BARILAN ELBISE,64,ELBISE,ÖN KALITE KONTROL,MANUEL,179,60.0,176.68
515,144430499 MIDI TUTU DRESS TÜL ELBISE,515,ELBISE,BEDEN TÜL TAKMA 2,OVERLOK,18,80.0,176.56
501,2222582 COMPONI,501,ELBISE,ÖN KALITE KONTROL,MANUEL,69,70.0,176.28
158,2225885 JISOONA ELBISE,158,ELBISE,YAN YIRTMAÇ GAZI,DÜZ,216,144.0,176.24
444,144430499 MIDI TUTU DRESS TÜL ELBISE,444,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,138,120.0,176.08
210,144430499 MIDI TUTU DRESS TÜL ELBISE,210,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,178,120.0,176.06
23,SBKS24DSPO2-BUB59 ELBISE,23,ELBISE,YAN ÇATMA,OVERLOK,1,36.0,176.0
415,CVKS24SSP22-BVE32 SWEATSHIRT,415,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,1,40.0,176.0
300,CDKW24DTURQ-CLP18 SIYAH ELBISE,300,ELBISE,YAN ÇATMA,OVERLOK,179,75.0,175.91
515,144430499 MIDI TUTU DRESS TÜL ELBISE,515,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,216,120.0,175.68
396,2222518 AMBER CEPLI T-SHIRT,396,T-SHIRT,YAN ÇATMA,OVERLOK,205,48.0,175.47
26,2228071 MILKY WAY SIYAH ELBISE,26,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,102,103.0,175.41
323,2220847 BEGONIA BLUZ,323,T-SHIRT,ÖN KALITE KONTROL,MANUEL,84,72.0,175.07
325,CDKW24HLELO -CLP91  LEOPARD TSHIRT,325,T-SHIRT,ÖN KALITE KONTROL,MANUEL,174,65.0,175.06
358,144430499 MIDI TUTU DRESS TÜL ELBISE,358,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,170,120.0,174.92
348,2222582 COMPONI,348,ELBISE,YAN ALT PARÇA ÇATMA,OVERLOK,20,36.0,174.85
560,2228071 MILKY WAY SIYAH ELBISE,560,ELBISE,ÖN KALITE KONTROL,MANUEL,133,65.0,174.14
430,2226835 CHAIKA BLUZ,430,T-SHIRT,ASKILIK TAKMA,DÜZ,75,15.0,174.09
455,2225749 KROSE YAKALI SHIRT,455,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,186,31.0,173.8
358,144430499 MIDI TUTU DRESS TÜL ELBISE,358,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,215,120.0,173.71
161,ARLW24RBATO MATERNITY HAMILE ELBISE,161,ELBISE,KOL REÇME,REÇME,61,48.0,173.64
20,2222617 BARILAN ELBISE,20,ELBISE,ÖN PAT KAPAMA,DÜZ,2,72.0,173.5
217,2222546 BEGOTANA ELBISE,217,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,24,55.0,172.96
433,2228557 JISSO ELBISE,433,ELBISE,OMUZ ÇATMA,OVERLOK,6,30.0,172.83
476,CDKW24DTURQ-CLP18 SIYAH ELBISE,476,ELBISE,YAN ÇATMA,OVERLOK,106,75.0,172.59
560,2230347 KAPSONLU SWEAT,560,T-SHIRT,ÖN KALITE KONTROL,MANUEL,1,48.0,172.0
391,CDKS24HCARE - CLQ04 TSHIRT,391,T-SHIRT,OMUZ ÇATMA,OVERLOK,156,18.0,171.56
150,CDKW24HDNDR KIRMIZI TSHIRT,150,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,110,27.0,170.97
383,2222546 BEGOTANA ELBISE,383,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,92,55.0,170.14
478,2225885 JISOONA ELBISE,478,ELBISE,KOL YIRTMAÇ GAZI,DÜZ,218,60.0,170.03
533,2222617 BARILAN ELBISE,533,ELBISE,ÖN KALITE KONTROL,MANUEL,141,60.0,169.98
217,2228071 MILKY WAY SIYAH ELBISE,217,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,147,103.0,169.79
515,144430499 MIDI TUTU DRESS TÜL ELBISE,515,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,150,120.0,169.11
63,2222582 COMPONI,63,ELBISE,KOL TAKMA,OVERLOK,152,80.0,169.11
464,CDKW24DTURQ-CLP18 SIYAH ELBISE,464,ELBISE,YAN ÇATMA,OVERLOK,67,75.0,168.7
510,CDKW24HBARG -CLP12,510,T-SHIRT,ÖN KALITE KONTROL,MANUEL,6,48.0,168.67
301,2228071 MILKY WAY SIYAH ELBISE,301,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,224,103.0,168.08
607,2225885 JISOONA ELBISE,607,ELBISE,KOL KISTIRMA,DÜZ,18,27.0,168.06
509,2222518 AMBER CEPLI T-SHIRT,509,T-SHIRT,ÖN KALITE KONTROL,MANUEL,6,48.0,168.0
477,CVKS24SSP22-BVE32 SWEATSHIRT,477,T-SHIRT,ETEK MANSET TAKMA,OVERLOK,1,36.0,168.0
487,2218625 BADI,487,T-SHIRT,ÜRÜN ASKI TAKMA,MANUEL,3,15.0,168.0
444,144430499 MIDI TUTU DRESS TÜL ELBISE,444,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,32,120.0,167.69
372,144430499 MIDI TUTU DRESS TÜL ELBISE,372,ELBISE,BEDEN TÜL TAKMA 2,OVERLOK,41,80.0,167.59
430,2225885 JISOONA ELBISE,430,ELBISE,YAN YIRTMAÇ GAZI,DÜZ,224,144.0,167.01
158,2225885 JISOONA ELBISE,158,ELBISE,YAN YIRTMAÇ GAZI,DÜZ,225,144.0,166.67
527,2222546 BEGOTANA ELBISE,527,ELBISE,YAN ÇATMA,OVERLOK,141,48.0,166.43
323,2222617 BARILAN ELBISE,323,ELBISE,ÖN KALITE KONTROL,MANUEL,146,60.0,166.32
478,2228557 JISSO ELBISE,478,ELBISE,YAN TUTTURMA,DÜZ,24,60.0,165.92
430,2225885 JISOONA ELBISE,430,ELBISE,YAN YIRTMAÇ GAZI,DÜZ,180,144.0,165.61
463,CDKW24DTURQ-CLP18 SIYAH ELBISE,463,ELBISE,YAN ÇATMA,OVERLOK,124,75.0,164.81
121,2230347 KAPSONLU SWEAT,121,T-SHIRT,YAN ÇATMA,OVERLOK,2,40.0,164.0
315,2225757-2LI BÜRÜMCEK ELBISE,315,ELBISE,ÖN KOL EVI BÜZGÜ,REÇME,2,8.0,163.5
524,144430499 MIDI TUTU DRESS TÜL ELBISE,524,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,149,120.0,163.32
509,2228071 MILKY WAY SIYAH ELBISE,509,ELBISE,ÖN KALITE KONTROL,MANUEL,234,65.0,163.18
553,ARLW24RBATO MATERNITY HAMILE ELBISE,553,ELBISE,YAKA LASTIK TAKMA,DÜZ,2,24.0,163.0
467,2222518 AMBER CEPLI T-SHIRT,467,T-SHIRT,TALIMAT TAKMA,DÜZ,21,18.0,162.76
463,CDKW24DTURQ-CLP18 SIYAH ELBISE,463,ELBISE,YAN ÇATMA,OVERLOK,20,75.0,162.55
519,2222518 AMBER CEPLI T-SHIRT,519,T-SHIRT,KOL AGZI TUTTURMA,DÜZ,2,32.72,162.5
12,2228071 MILKY WAY SIYAH ELBISE,12,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,149,103.0,162.18
428,2225885 JISOONA ELBISE,428,ELBISE,YAN YIRTMAÇ GAZI,DÜZ,233,144.0,162.12
358,144430499 MIDI TUTU DRESS TÜL ELBISE,358,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,161,120.0,162.08
509,CDKW24DTURQ-CLP18 SIYAH ELBISE,509,ELBISE,ÖN KALITE KONTROL,MANUEL,13,75.0,162.0
127,2222582 COMPONI,127,ELBISE,KOL TAKMA,OVERLOK,135,80.0,161.7
323,HVLS24RTURQ CET84 HAMILE ELBISESI,323,ELBISE,ÖN KALITE KONTROL,MANUEL,29,55.0,161.62
158,2225885 JISOONA ELBISE,158,ELBISE,YAN YIRTMAÇ GAZI,DÜZ,160,144.0,161.58
449,CDKW24HBARG -CLP12,449,T-SHIRT,ÖN KALITE KONTROL,MANUEL,38,48.0,161.58
115,2233337 SET SALOPET,115,ELBISE,YAKA SÜRFILE,OVERLOK,17,21.0,161.41
372,2228285 CARRIE ELBISE,372,ELBISE,YAN ÇATMA,OVERLOK,15,36.0,161.07
531,144430499 MIDI TUTU DRESS TÜL ELBISE,531,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,137,120.0,160.66
177,2222617 BARILAN ELBISE,177,ELBISE,YAN ÇATMA,OVERLOK,14,90.0,160.64
300,CDKW24DTURQ-CLP18 SIYAH ELBISE,300,ELBISE,YAN ÇATMA,OVERLOK,147,75.0,160.48
531,2228285 CARRIE ELBISE,531,ELBISE,SATEN KORDON TAKMA,DÜZ,106,40.0,160.22
536,2225885 JISOONA ELBISE,536,ELBISE,KOL YIRTMAÇ GAZI,DÜZ,214,60.0,160.21
505,2222518 AMBER CEPLI T-SHIRT,505,T-SHIRT,ÖN KALITE KONTROL,MANUEL,235,48.0,160.19
64,2222546 BEGOTANA ELBISE,64,ELBISE,ÖN KALITE KONTROL,MANUEL,185,60.0,160.18
184,CDKW24DTURQ-CLP18 SIYAH ELBISE,184,ELBISE,YAN ÇATMA,OVERLOK,96,75.0,160.13
15,2222582 COMPONI,15,ELBISE,KOL TAKMA,OVERLOK,52,80.0,160.12
229,CDKW24DTURQ-CLP18 SIYAH ELBISE,229,ELBISE,YAN ÇATMA,OVERLOK,109,75.0,159.91
46,2222582 COMPONI,46,ELBISE,KOL TAKMA,OVERLOK,190,80.0,159.89
478,2228557 JISSO ELBISE,478,ELBISE,YAN TUTTURMA,DÜZ,85,60.0,159.71
588,2230347 KAPSONLU SWEAT,588,T-SHIRT,ENSE BIYE TAKMA,REÇME,2,15.65,159.5
299,144492075 METALIC ATLET,299,T-SHIRT,YAN ÇATMA,OVERLOK,166,30.0,159.03
513,2219642 VARAK BASKILI T-SHIRT,513,T-SHIRT,FIRMA ETIKET TAKMA,DÜZ,34,20.0,159.03
583,2225885 JISOONA ELBISE,583,ELBISE,YAN YIRTMAÇ GAZI,DÜZ,156,144.0,158.92
378,2222582 COMPONI,378,ELBISE,BEDEN ALT ÜST TUTTUR,DÜZ,3,55.0,158.67
210,144430499 MIDI TUTU DRESS TÜL ELBISE,210,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,157,120.0,158.03
207,2222514 GIZELLI TEK KOLLI TSHIRT,207,T-SHIRT,YAKA TAKMA,OVERLOK,55,55.0,157.93
63,2222582 COMPONI,63,ELBISE,KOL TAKMA,OVERLOK,180,80.0,157.89
217,2222546 BEGOTANA ELBISE,217,ELBISE,KOL BÜZGÜ TUTTURMA,DÜZ,7,51.41,157.86
315,2228285 CARRIE ELBISE,315,ELBISE,SATEN KORDON TAKMA,DÜZ,147,40.0,157.45
399,2222518 AMBER CEPLI T-SHIRT,399,T-SHIRT,YAN ÇATMA,OVERLOK,5,48.0,157.2
184,2222582 COMPONI,184,ELBISE,KÜÇÜK OMUZ ÇATMA,OVERLOK,5,24.0,157.2
300,CDKS24HDONU-BXA79 T-SHIRT,300,T-SHIRT,KOL ALTI TUTTURMA,DÜZ,146,50.0,156.97
64,TOLS24GDAME -CES90 T-SHIRT,64,T-SHIRT,ÖN KALITE KONTROL,MANUEL,221,48.0,156.69
224,2222546 BEGOTANA ELBISE,224,ELBISE,ÖN KALITE KONTROL,MANUEL,152,60.0,156.67
583,2225885 JISOONA ELBISE,583,ELBISE,YAN YIRTMAÇ GAZI,DÜZ,240,144.0,156.02
207,2218625 BADI,207,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,1,8.0,156.0
527,2222546 BEGOTANA ELBISE,527,ELBISE,YAN ÇATMA,OVERLOK,15,48.0,155.93
402,2222546 BEGOTANA ELBISE,402,ELBISE,KOL BÜZGÜ TUTTURMA,DÜZ,70,51.41,155.59
441,MSKW24HMIXS  MAVI PARÇALI TSHIRT,441,T-SHIRT,YAN ÇATMA,OVERLOK,175,60.0,155.58
430,2225885 JISOONA ELBISE,430,ELBISE,YAN YIRTMAÇ GAZI,DÜZ,166,144.0,155.15
184,144492075 METALIC ATLET,184,T-SHIRT,OMUZ ÇATMA,OVERLOK,1,12.0,155.0
463,2226835 CHAIKA BLUZ,463,T-SHIRT,OMUZ ÇATMA,OVERLOK,19,16.0,154.84
224,2222582 COMPONI,224,ELBISE,ÖN KALITE KONTROL,MANUEL,202,70.0,154.74
444,144430499 MIDI TUTU DRESS TÜL ELBISE,444,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,233,120.0,154.6
67,ARLW24RBATO MATERNITY HAMILE ELBISE,67,ELBISE,TÜNEL BEL  EMNIYET,DÜZ,24,40.0,154.17
395,CDKW24HLELO -CLP91  LEOPARD TSHIRT,395,T-SHIRT,YAN SILIKON TAKMA,OVERLOK,172,60.0,154.06
471,2218178 ASKILI BÜRÜMCÜK ELBISE,471,ELBISE,BEDEN ÜTÜ,ÜTÜ,245,20.0,154.04
323,2222582 COMPONI,323,ELBISE,ÖN KALITE KONTROL,MANUEL,87,70.0,153.87
430,2228557 JISSO ELBISE,430,ELBISE,BIYE UCU TUTTURMA,DÜZ,2,24.0,153.5
595,CDKW24HBARG -CLP12,595,T-SHIRT,YAN ÇATMA,OVERLOK,70,45.0,153.33
501,2222546 BEGOTANA ELBISE,501,ELBISE,ÖN KALITE KONTROL,MANUEL,29,60.0,153.1
383,CVKS24SSP22-BVE32 SWEATSHIRT,383,T-SHIRT,FIRFR BEDN TAKMA+KPT,REÇME,134,80.0,153.03
35,2222582 COMPONI,35,ELBISE,KOL TAKMA,OVERLOK,194,80.0,152.88
64,TOLS24GDAME -CES90 T-SHIRT,64,T-SHIRT,ÖN KALITE KONTROL,MANUEL,71,48.0,152.8
15,2222582 COMPONI,15,ELBISE,KOL TAKMA,OVERLOK,208,80.0,152.63
300,CDKS24HDONU-BXA79 T-SHIRT,300,T-SHIRT,YAN ÇATMA,OVERLOK,241,24.0,152.42
575,2225885 JISOONA ELBISE,575,ELBISE,KOL YIRTMAÇ GAZI,DÜZ,116,60.0,152.36
110,CVKS24SSP22-BVE32 SWEATSHIRT,110,T-SHIRT,ETEK MANSET TAKMA,OVERLOK,222,36.0,151.93
23,2218178 ASKILI BÜRÜMCÜK ELBISE,23,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,4,36.0,151.75
46,2222617 BARILAN ELBISE,46,ELBISE,YAN ÇATMA,OVERLOK,162,90.0,151.41
533,ARLW24RBATO MATERNITY HAMILE ELBISE,533,ELBISE,ÖN KALITE KONTROL,MANUEL,156,60.0,151.12
192,2218178 ASKILI BÜRÜMCÜK ELBISE,192,ELBISE,ÖN KALITE KONTROL,MANUEL,63,48.0,150.83
95,ARLW24RBATO MATERNITY HAMILE ELBISE,95,ELBISE,KOL REÇME,REÇME,149,48.0,150.79
325,TOLS24GDAME -CES90 T-SHIRT,325,T-SHIRT,ÖN KALITE KONTROL,MANUEL,231,48.0,150.79
402,2218178 ASKILI BÜRÜMCÜK ELBISE,402,ELBISE,LASTIK TAKMA,DÜZ,9,36.0,150.67
12,2228071 MILKY WAY SIYAH ELBISE,12,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,123,103.0,150.35
26,2228071 MILKY WAY SIYAH ELBISE,26,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,199,103.0,150.19
620,2226835 CHAIKA BLUZ,620,T-SHIRT,ÖN KALITE KONTROL,MANUEL,8,36.0,149.88
588,CVKW24SGPAR-CPL95 BASKILI SWEAT,588,T-SHIRT,YAKA BASMA,DÜZ,4,24.0,149.75
64,2228071 MILKY WAY SIYAH ELBISE,64,ELBISE,ÖN KALITE KONTROL,MANUEL,4,65.0,149.5
358,144430499 MIDI TUTU DRESS TÜL ELBISE,358,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,193,120.0,149.42
95,CDKW24DTURQ-CLP18 SIYAH ELBISE,95,ELBISE,YIRTMAÇ KAPAMAA,DÜZ,65,48.0,149.34
210,144430499 MIDI TUTU DRESS TÜL ELBISE,210,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,257,120.0,149.29
20,2222582 COMPONI,20,ELBISE,KOL FIRFIR KIVIRMA,DÜZ,158,50.0,149.18
459,CDKW24HLELO -CLP91  LEOPARD TSHIRT,459,T-SHIRT,KOL REÇME,REÇME,176,24.0,149.13
217,2228071 MILKY WAY SIYAH ELBISE,217,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,193,103.0,149.09
26,2222582 COMPONI,26,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,174,60.0,149.07
64,CDKW24HLELO -CLP91  LEOPARD TSHIRT,64,T-SHIRT,ÖN KALITE KONTROL,MANUEL,58,65.0,148.67
484,CVKS24SSP22-BVE32 SWEATSHIRT,484,T-SHIRT,ÜRÜN KATLAMA,MANUEL,2,15.0,148.5
575,2225885 JISOONA ELBISE,575,ELBISE,KOL YIRTMAÇ GAZI,DÜZ,21,60.0,148.43
217,2222617 BARILAN ELBISE,217,ELBISE,CEP TAKMA,DÜZ,1,45.0,148.0
509,ARLW24RBATO MATERNITY HAMILE ELBISE,509,ELBISE,ÖN KALITE KONTROL,MANUEL,13,60.0,147.69
509,2222617 BARILAN ELBISE,509,ELBISE,ÖN KALITE KONTROL,MANUEL,35,60.0,147.66
590,CDKW24DTURQ-CLP18 SIYAH ELBISE,590,ELBISE,KOL KISTIRMA,DÜZ,52,24.0,147.4
583,2225885 JISOONA ELBISE,583,ELBISE,YAN YIRTMAÇ GAZI,DÜZ,244,144.0,147.35
548,2233337 SET SALOPET,548,ELBISE,YAN ÇATMA,OVERLOK,3,24.0,147.33
463,CDKW24HDNDR KIRMIZI TSHIRT,463,T-SHIRT,YAN ÇATMA,OVERLOK,3,43.0,147.33
301,2228071 MILKY WAY SIYAH ELBISE,301,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,196,103.0,147.3
95,CDKW24DTURQ-CLP18 SIYAH ELBISE,95,ELBISE,YAKA BIYE,REÇME,19,24.0,147.21
214,2220847 BEGONIA BLUZ,214,T-SHIRT,ÖN KALITE KONTROL,MANUEL,238,72.0,146.96
479,2220847 BEGONIA BLUZ,479,T-SHIRT,ÖN KALITE KONTROL,MANUEL,110,72.0,146.92
607,2229267 SALOPET SET,607,ELBISE,FIRMA ETIKET TAKMA,DÜZ,32,15.0,146.63
530,2225749 KROSE YAKALI SHIRT,530,T-SHIRT,YAKA TAKMA,DÜZ,110,45.0,146.55
301,2228071 MILKY WAY SIYAH ELBISE,301,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,127,103.0,146.46
217,2228071 MILKY WAY SIYAH ELBISE,217,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,95,103.0,145.89
217,2228071 MILKY WAY SIYAH ELBISE,217,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,253,103.0,145.86
15,2222582 COMPONI,15,ELBISE,KOL TAKMA,OVERLOK,237,80.0,145.83
203,2222546 BEGOTANA ELBISE,203,ELBISE,KOL TAKMA,OVERLOK,81,51.0,145.53
127,2222582 COMPONI,127,ELBISE,KOL FIRFIR KIVIRMA,DÜZ,178,50.0,145.21
23,SBKS24DSPO2-BUB59 ELBISE,23,ELBISE,YAN ÇATMA,OVERLOK,2,36.0,145.0
508,2222546 BEGOTANA ELBISE,508,ELBISE,BEDEN ÜTÜ,ÜTÜ,2,51.41,145.0
301,2228071 MILKY WAY SIYAH ELBISE,301,ELBISE,FIRFIR BEDENE TAKMA,DÜZ,251,103.0,144.97
540,2225757-2LI BÜRÜMCEK ELBISE,540,ELBISE,BEDEN ÜTÜ,ÜTÜ,4,35.0,144.75
12,2222617 BARILAN ELBISE,12,ELBISE,YAN ÇATMA,OVERLOK,161,90.0,144.61
204,2233337 SET SALOPET,204,ELBISE,KOL EVI BASMA,DÜZ,16,51.0,144.38
63,2222582 COMPONI,63,ELBISE,KOL TAKMA,OVERLOK,257,80.0,144.27
