SIPARIS_ADEDI,GIYSI_GRUBU,GIYSI_CINSI,GIYSI_CINSI_DETAYI,ModelID,SipID,HataAdi,HataAdedi,Tarih
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAŞ LEKE,2,2023-12-25
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAŞ LEKE,2,2023-12-26
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİŞ YÖNÜ TERS,2,2023-12-26
32073,BAYAN,T-Shirt,Uzun Kol,297,275,SIMETRI,2,2023-12-26
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAŞ LEKE,2,2023-12-27
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİŞ YÖNÜ TERS,2,2023-12-27
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,PATLAK,2,2024-07-19
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,KUMAŞ LEKE,2,2024-07-19
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİŞ YÖNÜ TERS,2,2023-12-27
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,PATLAK,2,2024-07-17
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAŞ LEKE,2,2024-01-16
32073,BAYAN,T-Shirt,Uzun Kol,297,275,GİR-ÇIK EŞTSZ.,2,2024-01-16
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİŞ ATLAMASI,2,2024-01-16
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAŞ LEKE,2,2023-12-13
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KAPTIRMA,2,2023-12-13
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ DÜŞMESİ,2,2023-12-21
22113,ÇOCUK,Elbise,3/4 kol,309,287,KAPTIRMA,2,2024-02-03
32073,BAYAN,T-Shirt,Uzun Kol,297,275,SIMETRI,2,2023-12-15
4637,BAYAN,Elbise,Kolsuz elbise,349,325,KUMAŞ LEKE,2,2024-03-28
13392,BAYAN,T-Shirt,Kısa Kol,389,365,EKSİK DİKİŞ,2,2024-05-29
22113,ÇOCUK,Elbise,3/4 kol,309,287,AKSESUAR HATASI,2,2024-01-27
4980,BAYAN,T-Shirt,Uzun Kol,395,371,KAPTIRMA,2,2024-06-20
22113,ÇOCUK,Elbise,3/4 kol,309,287,KAPTIRMA,2,2024-01-27
9476,BAYAN,Elbise,uzun kollu elbise,398,375,AYAR AÇIKLIĞI,2,2024-06-25
13392,BAYAN,T-Shirt,Kısa Kol,389,365,PATLAK,2,2024-05-29
14162,BAYAN,T-Shirt,Uzun Kol,306,284,PATLAK,2,2024-01-17
9476,BAYAN,Elbise,uzun kollu elbise,398,375,KUMAŞ LEKE,2,2024-06-27
4980,BAYAN,T-Shirt,Uzun Kol,395,371,EKSİK AKSESUAR,2,2024-06-12
22113,ÇOCUK,Elbise,3/4 kol,309,287,EKSİK DİKİŞ,2,2024-01-23
9476,BAYAN,Elbise,uzun kollu elbise,398,375,PATLAK,2,2024-06-25
22113,ÇOCUK,Elbise,3/4 kol,309,287,KAPTIRMA,2,2024-01-26
22113,ÇOCUK,Elbise,3/4 kol,309,287,SIMETRI,2,2024-01-24
14162,BAYAN,T-Shirt,Uzun Kol,306,284,PATLAK,2,2024-01-13
14162,BAYAN,T-Shirt,Uzun Kol,306,284,PATLAK,2,2024-01-13
4980,BAYAN,T-Shirt,Uzun Kol,395,371,EKSİK AKSESUAR,2,2024-06-20
22113,ÇOCUK,Elbise,3/4 kol,309,287,KAPTIRMA,2,2024-01-24
22113,ÇOCUK,Elbise,3/4 kol,309,287,PATLAK,2,2024-01-30
9476,BAYAN,Elbise,uzun kollu elbise,398,375,DİKİŞ YÖNÜ TERS,2,2024-06-27
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,PATLAK,1,2024-07-22
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,PATLAK,1,2024-03-12
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,METO,1,2024-04-05
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,KUMAŞ LEKE,1,2024-03-12
19349,BAYAN,T-Shirt,Uzun Kol,427,404,PATLAK,1,2024-08-05
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,KUMAŞ LEKE,1,2024-03-12
9158,BAYAN,T-Shirt,Uzun Kol,388,364,KUMAŞ LEKE,1,2024-06-07
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,KUMAŞ LEKE,1,2024-04-06
9476,BAYAN,Elbise,uzun kollu elbise,398,375,DİKİŞ ATLAMASI,1,2024-06-26
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,KUMAŞ LEKE,1,2024-04-06
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,KAPTIRMA,1,2024-03-12
19349,BAYAN,T-Shirt,Uzun Kol,427,404,KAPTIRMA,1,2024-08-06
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,METO,1,2024-03-11
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,EKSİK DİKİŞ,1,2024-03-14
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,DİKİŞ GÖRÜNMESİ,1,2024-03-11
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,DİKİM DEFOSU,1,2024-07-10
9476,BAYAN,Elbise,uzun kollu elbise,398,375,JUT,1,2024-06-24
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,DİKİŞ DALGALANMASI,1,2024-04-06
9158,BAYAN,T-Shirt,Uzun Kol,388,364,PATLAK,1,2024-06-07
19349,BAYAN,T-Shirt,Uzun Kol,427,404,DİKİM DEFOSU,1,2024-07-26
19349,BAYAN,T-Shirt,Uzun Kol,427,404,SIMETRI,1,2024-07-26
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,KUMAŞ LEKE,1,2024-04-05
19349,BAYAN,T-Shirt,Uzun Kol,427,404,GİR-ÇIK EŞTSZ.,1,2024-08-05
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,KUMAŞ LEKE,1,2024-03-13
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,KAPTIRMA,1,2024-05-18
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,METO,1,2024-03-15
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,KUMAŞ LEKE,1,2024-03-15
4980,BAYAN,T-Shirt,Uzun Kol,395,371,AYAR AÇIKLIĞI,1,2024-06-20
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,DİKİŞ ATLAMASI,1,2024-03-15
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,PATLAK,1,2024-07-10
19349,BAYAN,T-Shirt,Uzun Kol,427,404,SIMETRI,1,2024-07-31
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,DİKİŞ GÖRÜNMESİ,1,2024-03-14
9476,BAYAN,Elbise,uzun kollu elbise,398,375,PATLAK,1,2024-06-25
9476,BAYAN,Elbise,uzun kollu elbise,398,375,JUT,1,2024-06-25
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,PATLAK,1,2024-07-10
9158,BAYAN,T-Shirt,Uzun Kol,388,364,EKSİK AKSESUAR,1,2024-06-07
9158,BAYAN,T-Shirt,Uzun Kol,388,364,PATLAK,1,2024-06-07
9158,BAYAN,T-Shirt,Uzun Kol,388,364,KUMAŞ LEKE,1,2024-06-07
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,KAPTIRMA,1,2024-03-15
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,EKSİK DİKİŞ,1,2024-03-15
19349,BAYAN,T-Shirt,Uzun Kol,427,404,PATLAK,1,2024-07-30
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,KUMAŞ LEKE,1,2024-03-14
19349,BAYAN,T-Shirt,Uzun Kol,427,404,AKSESUAR HATASI,1,2024-07-31
19349,BAYAN,T-Shirt,Uzun Kol,427,404,PATLAK,1,2024-08-02
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,KAPTIRMA,1,2024-03-14
19349,BAYAN,T-Shirt,Uzun Kol,427,404,PATLAK,1,2024-08-02
19349,BAYAN,T-Shirt,Uzun Kol,427,404,KAPTIRMA,1,2024-08-05
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,EKSİK DİKİŞ,1,2024-03-13
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,KAPTIRMA,1,2024-04-08
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,AYAR AÇIKLIĞI,1,2024-03-11
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,PATLAK,1,2024-07-11
4980,BAYAN,T-Shirt,Uzun Kol,395,371,PATLAK,1,2024-06-12
4980,BAYAN,T-Shirt,Uzun Kol,395,371,AYAR AÇIKLIĞI,1,2024-06-20
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,PATLAK,1,2024-05-18
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,DİKİŞ KESİĞİ,1,2024-04-02
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,PATLAK,1,2024-04-02
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,PATLAK,1,2024-07-20
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,PATLAK,1,2024-04-02
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,PATLAK,1,2024-04-02
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,DİKİŞ DALGALANMASI,1,2024-04-16
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,KAPTIRMA,1,2024-07-19
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,EKSİK DİKİŞ,1,2024-07-19
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,KAPTIRMA,1,2024-04-17
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,KUMAŞ LEKE,1,2024-04-16
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,KUMAŞ LEKE,1,2024-04-16
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,AYAR AÇIKLIĞI,1,2024-04-16
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,KUMAŞ LEKE,1,2024-05-18
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,DİKİŞ ATLAMASI,1,2024-05-18
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,DİKİŞ ATLAMASI,1,2024-04-15
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,KUMAŞ LEKE,1,2024-04-15
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,KUMAŞ LEKE,1,2024-07-19
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,KAPTIRMA,1,2024-04-15
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,AYAR AÇIKLIĞI,1,2024-04-15
4980,BAYAN,T-Shirt,Uzun Kol,395,371,DİKİŞ ATLAMASI,1,2024-06-12
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,PATLAK,1,2024-07-19
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,KUMAŞ LEKE,1,2024-07-22
5194,ÇOCUK,Elbise,Kolsuz elbise,360,336,KAPTIRMA,1,2024-04-24
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,PATLAK,1,2024-07-11
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,PATLAK,1,2024-03-08
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,DİKİŞ KESİĞİ,1,2024-03-08
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,DİKİŞ GÖRÜNMESİ,1,2024-07-12
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,METO,1,2024-03-08
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,KUMAŞ LEKE,1,2024-07-22
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,PATLAK,1,2024-03-15
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,METO,1,2024-04-08
4980,BAYAN,T-Shirt,Uzun Kol,395,371,AYAR AÇIKLIĞI,1,2024-06-12
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,PATLAK,1,2024-07-13
4980,BAYAN,T-Shirt,Uzun Kol,395,371,KUMAŞ LEKE,1,2024-06-12
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,AYAR AÇIKLIĞI,1,2024-07-17
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,METO,1,2024-03-07
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,EKSİK DİKİŞ,1,2024-03-07
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,KAPTIRMA,1,2024-05-17
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,PATLAK,1,2024-07-17
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,JUT,1,2024-05-18
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,DİKİŞ ATLAMASI,1,2024-05-17
14402,ÇOCUK,Sweatshirt,Kapşonsuz,414,391,PATLAK,1,2024-07-17
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,AYAR AÇIKLIĞI,1,2024-05-18
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,EKSİK DİKİŞ,1,2024-05-18
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,DİKİŞ GÖRÜNMESİ,1,2024-03-08
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,KAPTIRMA,1,2024-03-07
19349,BAYAN,T-Shirt,Uzun Kol,427,404,PATLAK,1,2024-07-26
9476,BAYAN,Elbise,uzun kollu elbise,398,375,DİKİŞ YÖNÜ TERS,1,2024-06-24
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,DİKİŞ ATLAMASI,1,2024-04-23
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,KAPTIRMA,1,2024-08-09
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,JUT,1,2024-04-24
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-24
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,PATLAK,1,2024-08-08
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,EKSİK DİKİŞ,1,2024-08-14
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,PATLAK,1,2024-04-22
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,İĞNE DELİĞİ,1,2024-04-22
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-22
9476,BAYAN,Elbise,uzun kollu elbise,398,375,KUMAS DEFOSU,1,2024-06-27
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,KAPTIRMA,1,2024-08-14
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,KAPTIRMA,1,2024-08-12
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-18
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-20
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,DİKİŞ KESİĞİ,1,2024-08-12
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-20
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,PATLAK,1,2024-08-16
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KUMAŞ LEKE,1,2024-04-19
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KUMAŞ LEKE,1,2024-04-18
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,DİKİŞ KESİĞİ,1,2024-04-18
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,PATLAK,1,2024-08-15
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-18
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,PATLAK,1,2024-08-17
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,KAPTIRMA,1,2024-08-16
24118,ÇOCUK,T-Shirt,Uzun Kol,447,1423,EKSİK AKSESUAR,1,2024-08-21
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,DİKİŞ DALGALANMASI,1,2024-04-25
9476,BAYAN,Elbise,uzun kollu elbise,398,375,PATLAK,1,2024-07-05
24118,ÇOCUK,T-Shirt,Uzun Kol,447,1423,KUMAS DEFOSU,1,2024-08-21
4637,BAYAN,Elbise,Kolsuz elbise,349,325,KUMAŞ LEKE,1,2024-03-27
9476,BAYAN,Elbise,uzun kollu elbise,398,375,DİKİŞ ATLAMASI,1,2024-07-02
4637,BAYAN,Elbise,Kolsuz elbise,349,325,KUMAS DEFOSU,1,2024-03-27
24118,ÇOCUK,T-Shirt,Uzun Kol,447,1423,DİKİŞ DALGALANMASI,1,2024-08-22
4637,BAYAN,Elbise,Kolsuz elbise,349,325,KUMAŞ LEKE,1,2024-03-28
4637,BAYAN,Elbise,Kolsuz elbise,349,325,KUMAS DEFOSU,1,2024-03-28
4637,BAYAN,Elbise,Kolsuz elbise,349,325,DİKİŞ ATLAMASI,1,2024-03-26
4637,BAYAN,Elbise,Kolsuz elbise,349,325,KUMAS DEFOSU,1,2024-03-27
4637,BAYAN,Elbise,Kolsuz elbise,349,325,KUMAŞ LEKE,1,2024-03-27
4637,BAYAN,Elbise,Kolsuz elbise,349,325,EKSİK AKSESUAR,1,2024-03-27
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,BÜZGÜ DAĞILIMI,1,2024-04-04
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,AYAR AÇIKLIĞI,1,2024-04-04
24118,ÇOCUK,T-Shirt,Uzun Kol,447,1423,DİKİŞ DALGALANMASI,1,2024-08-21
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-04
24118,ÇOCUK,T-Shirt,Uzun Kol,447,1423,KAPTIRMA,1,2024-08-23
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KUMAŞ LEKE,1,2024-04-25
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,EKSİK AKSESUAR,1,2024-04-25
24118,ÇOCUK,T-Shirt,Uzun Kol,447,1423,PATLAK,1,2024-08-23
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-24
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-24
24118,ÇOCUK,T-Shirt,Uzun Kol,447,1423,PATLAK,1,2024-08-22
9476,BAYAN,Elbise,uzun kollu elbise,398,375,JUT,1,2024-06-27
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,JUT,1,2024-04-24
9476,BAYAN,Elbise,uzun kollu elbise,398,375,KUMAŞ LEKE,1,2024-06-24
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,JUT,1,2024-04-17
19349,BAYAN,T-Shirt,Uzun Kol,427,404,PATLAK,1,2024-07-26
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-06
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,DİKİŞ KESİĞİ,1,2024-04-08
9158,BAYAN,T-Shirt,Uzun Kol,388,364,AYAR AÇIKLIĞI,1,2024-06-05
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,AYAR AÇIKLIĞI,1,2024-04-08
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,PATLAK,1,2024-08-23
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-06
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,AKSESUAR HATASI,1,2024-08-23
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-06
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,PATLAK,1,2024-08-23
9476,BAYAN,Elbise,uzun kollu elbise,398,375,AYAR AÇIKLIĞI,1,2024-06-26
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,PATLAK,1,2024-08-07
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KUMAŞ LEKE,1,2024-04-06
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,BÜZGÜ DAĞILIMI,1,2024-04-05
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KUMAŞ LEKE,1,2024-04-17
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,EKSİK DİKİŞ,1,2024-08-07
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,EKSİK AKSESUAR,1,2024-04-05
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,PATLAK,1,2024-04-05
9476,BAYAN,Elbise,uzun kollu elbise,398,375,PATLAK,1,2024-06-26
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-06
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,PATLAK,1,2024-03-06
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,KUMAŞ LEKE,1,2024-03-07
19349,BAYAN,T-Shirt,Uzun Kol,427,404,SIMETRI,1,2024-07-26
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,PATLAK,1,2024-05-20
19349,BAYAN,T-Shirt,Uzun Kol,427,404,SIMETRI,1,2024-07-26
12711,ÇOCUK,T-Shirt,Kısa Kol,339,315,DİKİŞ ATLAMASI,1,2024-03-16
9476,BAYAN,Elbise,uzun kollu elbise,398,375,JUT,1,2024-06-26
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KUMAŞ LEKE,1,2024-04-15
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-15
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,DİKİŞ DÜŞMESİ,1,2024-04-15
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,PATLAK,1,2024-04-17
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-17
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,SIMETRI,1,2024-08-20
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,EKSİK AKSESUAR,1,2024-04-16
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,DİKİŞ DALGALANMASI,1,2024-04-16
9476,BAYAN,Elbise,uzun kollu elbise,398,375,DİKİŞ ATLAMASI,1,2024-06-27
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,BÜZGÜ DAĞILIMI,1,2024-04-16
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,SIMETRI,1,2024-04-17
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,EKSİK DİKİŞ,1,2024-04-17
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KUMAŞ LEKE,1,2024-04-16
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,KAPTIRMA,1,2024-08-20
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,EKSİK DİKİŞ,1,2024-08-20
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KUMAŞ LEKE,1,2024-04-16
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KUMAŞ LEKE,1,2024-04-16
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,JUT,1,2024-04-16
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-15
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-15
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,PATLAK,1,2024-04-16
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,KAPTIRMA,1,2024-04-16
11635,BAYAN,Tulum,Kısa Kollu Tulum,355,331,EKSİK DİKİŞ,1,2024-04-16
9476,BAYAN,Elbise,uzun kollu elbise,398,375,PATLAK,1,2024-06-27
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,PATLAK,1,2024-08-22
23502,BAYAN,Bodysuit,Uzun Kollu,438,1414,SIMETRI,1,2024-08-21
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,PATLAK,1,2024-04-05
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,KUMAŞ LEKE,1,2024-05-17
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,KUMAS DEFOSU,1,2024-05-20
13392,BAYAN,T-Shirt,Kısa Kol,389,365,PATLAK,1,2024-06-04
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,PATLAK,1,2024-05-25
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,KAPTIRMA,1,2024-05-27
13392,BAYAN,T-Shirt,Kısa Kol,389,365,SIMETRI,1,2024-06-04
4980,BAYAN,T-Shirt,Uzun Kol,395,371,SIMETRI,1,2024-06-13
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-05-06
4980,BAYAN,T-Shirt,Uzun Kol,395,371,SIMETRI,1,2024-06-13
46432,ÇOCUK,Elbise,Askılı elbise,364,340,PATLAK,1,2024-05-04
46432,ÇOCUK,Elbise,Askılı elbise,364,340,GİR-ÇIK EŞTSZ.,1,2024-05-04
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAS DEFOSU,1,2024-06-04
13392,BAYAN,T-Shirt,Kısa Kol,389,365,JUT,1,2024-06-04
46432,ÇOCUK,Elbise,Askılı elbise,364,340,EKSİK DİKİŞ,1,2024-05-04
13392,BAYAN,T-Shirt,Kısa Kol,389,365,JUT,1,2024-06-04
13392,BAYAN,T-Shirt,Kısa Kol,389,365,PATLAK,1,2024-06-05
13392,BAYAN,T-Shirt,Kısa Kol,389,365,DİKİŞ ATLAMASI,1,2024-06-04
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAŞ LEKE,1,2024-06-04
13392,BAYAN,T-Shirt,Kısa Kol,389,365,DİKİŞ DALGALANMASI,1,2024-05-29
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-05-03
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-05-03
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-05-03
46432,ÇOCUK,Elbise,Askılı elbise,364,340,EKSİK DİKİŞ,1,2024-05-03
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAŞ LEKE,1,2024-06-04
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-05-02
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAŞ LEKE,1,2024-06-05
46432,ÇOCUK,Elbise,Askılı elbise,364,340,DİKİŞ KESİĞİ,1,2024-05-02
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-05-06
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-05-06
46432,ÇOCUK,Elbise,Askılı elbise,364,340,EKSİK AKSESUAR,1,2024-05-07
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,SIMETRI,1,2024-05-25
13392,BAYAN,T-Shirt,Kısa Kol,389,365,SIMETRI,1,2024-06-01
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-05-10
46432,ÇOCUK,Elbise,Askılı elbise,364,340,PATLAK,1,2024-05-08
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-05-08
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KAPTIRMA,1,2024-06-01
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,EKSİK DİKİŞ,1,2024-05-24
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAŞ LEKE,1,2024-06-01
